num_chars,num_words,num_unique_words,num_sentences,avg_sentence_length,avg_word_length,lexical_density,type_token_ratio,hapax_legomena,hapax_percentage,author,category,is_machado,file_name
112100,22264,4268,1035,21.511111111111113,4.548640483383686,0.529140346058775,0.23444108761329305,2745,15.078275199121121,outros,general,0,O Homem.txt
618081,126934,14098,7538,16.83921464579464,4.643855523050154,0.5442647086942389,0.1347826918296717,8107,7.750626207002045,outros,general,0,A Condessa Vesper.txt
628286,113150,11540,3907,28.96083951881239,4.692324981537572,0.5439512805967913,0.12351096507657894,5965,6.384253957381225,outros,general,0,As Vitima-Algozes.txt
341529,62688,8041,2978,21.050369375419745,4.563650003948512,0.5284095396035694,0.15874990128721472,4631,9.142778172628919,outros,general,0,A Escrava Isaura.txt
216781,35769,6496,2195,16.295671981776767,4.89038856228476,0.5466309527950742,0.22597140571190039,4157,14.460639371064806,outros,general,0,Diva.txt
45665,8350,1625,444,18.806306306306308,4.4426076107298815,0.5416406737367436,0.25343106674984406,1026,16.001247660636306,outros,general,0,Amor e Patria.txt
145029,26386,3645,1285,20.533852140077823,4.41302610548748,0.5297016515716569,0.16182738412360148,2151,9.549813532232285,outros,general,0,Ubirajara.txt
207903,41244,5349,1838,22.439608269858542,4.433618368494245,0.527029026244933,0.15826848536852384,3110,9.20200017753055,outros,general,0,A Mao e a Luva.txt
427029,85792,10665,4829,17.765997100849038,4.571936107728673,0.5318816703674522,0.1527827519518659,6086,8.718573168111167,outros,general,0,Sonhos Doro.txt
511308,95765,10670,5115,18.72238514173998,4.454968402279689,0.5354553561043695,0.13789270990837307,5846,7.555021388231949,outros,general,0,O Cortico.txt
121439,22612,3508,1285,17.596887159533075,4.502224824355972,0.5621779859484778,0.2053864168618267,2215,12.968384074941453,outros,general,0,Romance de uma Velha.txt
186551,33965,5221,1702,19.95593419506463,4.593848304788535,0.5169521146452289,0.18248864033554701,3090,10.800419433764418,outros,general,0,Encarnacao.txt
102312,18535,2471,1400,13.239285714285714,4.352762409413232,0.599158419699213,0.19255045585599626,1409,10.979505961193798,outros,general,0,Antonica da Silva.txt
318284,65258,8930,2969,21.97979117547996,4.554647053204699,0.5437004489445029,0.1705989110707804,5146,9.83092941064094,outros,general,0,Papeis Avulsos.txt
214887,39163,6685,1742,22.481630309988518,4.67738124844566,0.5525988560059687,0.20781522009450384,4010,12.465804526237255,outros,general,0,Uma Lagrima de Mulher.txt
213119,43068,5653,2711,15.886388786425673,4.548023397100794,0.5311537483398796,0.1597389019186753,3272,9.24581084517788,outros,general,0,Ressurreicao.txt
423580,80918,10551,4122,19.630761766132945,4.5137228038301735,0.539366502360352,0.15712349778856607,5939,8.844246548822802,outros,general,0,Til.txt
52347,10192,2395,561,18.167557932263815,4.641866028708134,0.5334928229665071,0.28648325358851673,1590,19.019138755980862,outros,general,0,Demonios.txt
345782,69548,7422,2460,28.271544715447156,4.46143878926091,0.5274178501088421,0.1282263916243392,4040,6.979717356000139,outros,general,0,Memorias de um Sargento de Milicias.txt
